Wm82.a4.v1 Gene,Corresponding Gene,Assembly
Glyma.06g013200,Glyma06g01540,Glyma 1.1
Glyma.06g013200,Glyma.06g013200,Glyma2.0
Glyma.06g013300,Glyma06g01550,Glyma 1.1
Glyma.06g013300,Glyma.06g013300,Glyma2.0
Glyma.06g013400,Glyma06g01570,Glyma 1.1
Glyma.06g013400,Glyma.06g013400,Glyma2.0
Glyma.06g013500,Glyma06g01580,Glyma 1.1
Glyma.06g013500,Glyma.06g013500,Glyma2.0
Glyma.06g013600,Glyma06g01600,Glyma 1.1
Glyma.06g013600,Glyma.06g013600,Glyma2.0
Glyma.06g013700,Glyma06g01611,Glyma 1.1
Glyma.06g013700,Glyma.06g013700,Glyma2.0
Glyma.06g013800,Glyma06g01620,Glyma 1.1
Glyma.06g013800,Glyma.06g013800,Glyma2.0
Glyma.06g013900,Glyma06g01640,Glyma 1.1
Glyma.06g013900,Glyma.06g013900,Glyma2.0
Glyma.06g014200,Glyma06g01660,Glyma 1.1
Glyma.06g014200,Glyma.06g014200,Glyma2.0
Glyma.06g014300,Glyma06g01670,Glyma 1.1
Glyma.06g014300,Glyma.06g014300,Glyma2.0
Glyma.06g014400,Glyma06g01680,Glyma 1.1
Glyma.06g014400,Glyma.06g014400,Glyma2.0
Glyma.06g014500,Glyma06g01690,Glyma 1.1
Glyma.06g014500,Glyma.06g014500,Glyma2.0
Glyma.06g014600,Glyma06g01700,Glyma 1.1
Glyma.06g014600,Glyma.06g014600,Glyma2.0
Glyma.06g014700,Glyma06g01710,Glyma 1.1
Glyma.06g014700,Glyma.06g014700,Glyma2.0
Glyma.06g014800,Glyma06g01730,Glyma 1.1
Glyma.06g014800,Glyma.06g014800,Glyma2.0
Glyma.06g014900,Glyma06g01741,Glyma 1.1
Glyma.06g014900,Glyma.06g014900,Glyma2.0
Glyma.06g015000,Glyma06g01750,Glyma 1.1
Glyma.06g015000,Glyma.06g015000,Glyma2.0
Glyma.06g015100,Glyma06g01760,Glyma 1.1
Glyma.06g015100,Glyma.06g015100,Glyma2.0
Glyma.06g015200,Glyma06g01770,Glyma 1.1
Glyma.06g015200,Glyma.06g015200,Glyma2.0
Glyma.06g015300,Glyma06g01780,Glyma 1.1
Glyma.06g015300,Glyma.06g015300,Glyma2.0
Glyma.06g015400,Glyma06g01790,Glyma 1.1
Glyma.06g015400,Glyma.06g015400,Glyma2.0
Glyma.06g015500,Glyma06g01800,Glyma 1.1
Glyma.06g015500,Glyma.06g015500,Glyma2.0
Glyma.06g015600,Glyma06g01810,Glyma 1.1
Glyma.06g015600,Glyma.06g015600,Glyma2.0
Glyma.06g015700,Glyma06g01820,Glyma 1.1
Glyma.06g015700,Glyma.06g015700,Glyma2.0
Glyma.06g015800,Glyma06g01835,Glyma 1.1
Glyma.06g015800,Glyma.06g015800,Glyma2.0
Glyma.06g015900,Glyma06g01850,Glyma 1.1
Glyma.06g015900,Glyma.06g015900,Glyma2.0
Glyma.06g016000,Glyma06g01860,Glyma 1.1
Glyma.06g016000,Glyma.06g016000,Glyma2.0
Glyma.06g016100,Glyma06g01870,Glyma 1.1
Glyma.06g016100,Glyma.06g016100,Glyma2.0
Glyma.06g016200,Glyma06g01880,Glyma 1.1
Glyma.06g016200,Glyma.06g016200,Glyma2.0
Glyma.06g016400,Glyma06g01910,Glyma 1.1
Glyma.06g016400,Glyma.06g016400,Glyma2.0
Glyma.06g016500,Glyma06g01920,Glyma 1.1
Glyma.06g016500,Glyma.06g016500,Glyma2.0
Glyma.06g016700,Glyma06g01930,Glyma 1.1
Glyma.06g016700,Glyma.06g016700,Glyma2.0
Glyma.06g016800,Glyma06g01940,Glyma 1.1
Glyma.06g016800,Glyma.06g016800,Glyma2.0
Glyma.06g016900,Glyma06g01950,Glyma 1.1
Glyma.06g016900,Glyma.06g016900,Glyma2.0
Glyma.06g017100,Glyma06g01970,Glyma 1.1
Glyma.06g017100,Glyma.06g017100,Glyma2.0
Glyma.06g017300,Glyma06g01980,Glyma 1.1
Glyma.06g017300,Glyma.06g017300,Glyma2.0
Glyma.06g017400,Glyma06g01990,Glyma 1.1
Glyma.06g017400,Glyma.06g017400,Glyma2.0
Glyma.06g017500,Glyma06g02000,Glyma 1.1
Glyma.06g017500,Glyma.06g017500,Glyma2.0
Glyma.06g017600,Glyma06g02010,Glyma 1.1
Glyma.06g017600,Glyma.06g017600,Glyma2.0
Glyma.06g017700,Glyma06g02020,Glyma 1.1
Glyma.06g017700,Glyma.06g017700,Glyma2.0
Glyma.06g017800,Glyma06g02030,Glyma 1.1
Glyma.06g017800,Glyma.06g017800,Glyma2.0
Glyma.06g017900,Glyma06g02040,Glyma 1.1
Glyma.06g017900,Glyma.06g017900,Glyma2.0
Glyma.06g018100,Glyma06g02060,Glyma 1.1
Glyma.06g018100,Glyma.06g018100,Glyma2.0
Glyma.06g018200,Glyma06g02070,Glyma 1.1
Glyma.06g018200,Glyma.06g018200,Glyma2.0
Glyma.06g018300,Glyma06g02080,Glyma 1.1
Glyma.06g018300,Glyma.06g018300,Glyma2.0
Glyma.06g018400,Glyma06g02090,Glyma 1.1
Glyma.06g018400,Glyma.06g018400,Glyma2.0
Glyma.06g018500,Glyma06g02100,Glyma 1.1
Glyma.06g018500,Glyma.06g018500,Glyma2.0
Glyma.06g018600,Glyma06g02110,Glyma 1.1
Glyma.06g018600,Glyma.06g018600,Glyma2.0
Glyma.06g018700,Glyma06g02120,Glyma 1.1
Glyma.06g018700,Glyma.06g018700,Glyma2.0
Glyma.06g018800,Glyma06g02130,Glyma 1.1
Glyma.06g018800,Glyma.06g018800,Glyma2.0
Glyma.06g018900,Glyma06g02140,Glyma 1.1
Glyma.06g018900,Glyma.06g018900,Glyma2.0
Glyma.06g019000,Glyma06g02160,Glyma 1.1
Glyma.06g019000,Glyma.06g019000,Glyma2.0
Glyma.06g019100,Glyma06g02170,Glyma 1.1
Glyma.06g019100,Glyma.06g019100,Glyma2.0
Glyma.06g019200,Glyma06g02181,Glyma 1.1
Glyma.06g019200,Glyma.06g019200,Glyma2.0
Glyma.06g019300,Glyma06g02190,Glyma 1.1
Glyma.06g019300,Glyma.06g019300,Glyma2.0
Glyma.06g019400,Glyma06g02200,Glyma 1.1
Glyma.06g019400,Glyma.06g019400,Glyma2.0
Glyma.06g019500,Glyma06g02210,Glyma 1.1
Glyma.06g019500,Glyma.06g019500,Glyma2.0
Glyma.06g019600,Glyma06g02220,Glyma 1.1
Glyma.06g019600,Glyma.06g019600,Glyma2.0
Glyma.06g019700,Glyma06g02230,Glyma 1.1
Glyma.06g019700,Glyma.06g019700,Glyma2.0
Glyma.06g019800,Glyma06g02240,Glyma 1.1
Glyma.06g019800,Glyma.06g019800,Glyma2.0
Glyma.06g019900,Glyma06g02250,Glyma 1.1
Glyma.06g019900,Glyma.06g019900,Glyma2.0
Glyma.06g020000,Glyma06g02270,Glyma 1.1
Glyma.06g020000,Glyma.06g020000,Glyma2.0
Glyma.06g020300,Glyma06g02290,Glyma 1.1
Glyma.06g020300,Glyma.06g020300,Glyma2.0
Glyma.06g020400,Glyma06g02300,Glyma 1.1
Glyma.06g020400,Glyma.06g020400,Glyma2.0
Glyma.06g020500,Glyma06g02310,Glyma 1.1
Glyma.06g020500,Glyma.06g020500,Glyma2.0
Glyma.06g020600,Glyma06g02320,Glyma 1.1
Glyma.06g020600,Glyma.06g020600,Glyma2.0
Glyma.06g020700,Glyma06g02330,Glyma 1.1
Glyma.06g020700,Glyma.06g020700,Glyma2.0
Glyma.06g020800,Glyma06g02340,Glyma 1.1
Glyma.06g020800,Glyma.06g020800,Glyma2.0
Glyma.06g020900,Glyma06g02351,Glyma 1.1
Glyma.06g020900,Glyma.06g020900,Glyma2.0
Glyma.06g021000,Glyma06g02360,Glyma 1.1
Glyma.06g021000,Glyma.06g021000,Glyma2.0
Glyma.06g021200,Glyma06g02380,Glyma 1.1
Glyma.06g021200,Glyma.06g021200,Glyma2.0
Glyma.06g021400,Glyma06g02390,Glyma 1.1
Glyma.06g021400,Glyma.06g021400,Glyma2.0
Glyma.06g021600,Glyma06g02410,Glyma 1.1
Glyma.06g021600,Glyma.06g021600,Glyma2.0
Glyma.06g021700,Glyma06g02420,Glyma 1.1
Glyma.06g021700,Glyma.06g021700,Glyma2.0
Glyma.06g021800,Glyma06g02430,Glyma 1.1
Glyma.06g021800,Glyma.06g021800,Glyma2.0
Glyma.06g021900,Glyma06g02440,Glyma 1.1
Glyma.06g021900,Glyma.06g021900,Glyma2.0
Glyma.06g022100,Glyma06g02460,Glyma 1.1
Glyma.06g022100,Glyma.06g022100,Glyma2.0
Glyma.06g022500,Glyma06g02481,Glyma 1.1
Glyma.06g022500,Glyma.06g022500,Glyma2.0
Glyma.06g022600,Glyma06g02500,Glyma 1.1
Glyma.06g022600,Glyma.06g022600,Glyma2.0
Glyma.06g022700,Glyma06g02520,Glyma 1.1
Glyma.06g022700,Glyma.06g022700,Glyma2.0
Glyma.06g022800,Glyma06g02530,Glyma 1.1
Glyma.06g022800,Glyma.06g022800,Glyma2.0
Glyma.06g023000,Glyma06g02550,Glyma 1.1
Glyma.06g023000,Glyma.06g023000,Glyma2.0
Glyma.06g023300,Glyma06g02580,Glyma 1.1
Glyma.06g023300,Glyma.06g023300,Glyma2.0
Glyma.06g023400,Glyma06g02591,Glyma 1.1
Glyma.06g023400,Glyma.06g023400,Glyma2.0
Glyma.06g023500,Glyma06g02600,Glyma 1.1
Glyma.06g023500,Glyma.06g023500,Glyma2.0
Glyma.06g023600,Glyma06g02610,Glyma 1.1
Glyma.06g023600,Glyma.06g023600,Glyma2.0
Glyma.06g023700,Glyma06g02620,Glyma 1.1
Glyma.06g023700,Glyma.06g023700,Glyma2.0
Glyma.06g023900,Glyma06g02630,Glyma 1.1
Glyma.06g023900,Glyma.06g023900,Glyma2.0
Glyma.06g024000,Glyma06g02640,Glyma 1.1
Glyma.06g024000,Glyma.06g024000,Glyma2.0
Glyma.06g024100,Glyma06g02650,Glyma 1.1
Glyma.06g024100,Glyma.06g024100,Glyma2.0
Glyma.06g024300,Glyma06g02670,Glyma 1.1
Glyma.06g024300,Glyma.06g024300,Glyma2.0
Glyma.06g024400,Glyma06g02680,Glyma 1.1
Glyma.06g024400,Glyma.06g024400,Glyma2.0
Glyma.06g024500,Glyma06g02690,Glyma 1.1
Glyma.06g024500,Glyma.06g024500,Glyma2.0
Glyma.06g024600,Glyma06g02702,Glyma 1.1
Glyma.06g024600,Glyma.06g024600,Glyma2.0
Glyma.06g024800,Glyma06g02726,Glyma 1.1
Glyma.06g024800,Glyma.06g024800,Glyma2.0
Glyma.06g024900,Glyma06g02738,Glyma 1.1
Glyma.06g024900,Glyma.06g024900,Glyma2.0
Glyma.06g025000,Glyma06g02750,Glyma 1.1
Glyma.06g025000,Glyma.06g025000,Glyma2.0
Glyma.06g025100,Glyma06g02760,Glyma 1.1
Glyma.06g025100,Glyma.06g025100,Glyma2.0
Glyma.06g025200,Glyma06g02770,Glyma 1.1
Glyma.06g025200,Glyma.06g025200,Glyma2.0
Glyma.06g025300,Glyma06g02790,Glyma 1.1
Glyma.06g025300,Glyma.06g025300,Glyma2.0
Glyma.06g025400,Glyma06g02800,Glyma 1.1
Glyma.06g025400,Glyma.06g025400,Glyma2.0
Glyma.06g025500,Glyma06g02810,Glyma 1.1
Glyma.06g025500,Glyma.06g025500,Glyma2.0
Glyma.06g025600,Glyma06g02820,Glyma 1.1
Glyma.06g025600,Glyma.06g025600,Glyma2.0
Glyma.06g025700,Glyma06g02830,Glyma 1.1
Glyma.06g025700,Glyma.06g025700,Glyma2.0
Glyma.06g025800,Glyma06g02841,Glyma 1.1
Glyma.06g025800,Glyma.06g025800,Glyma2.0
Glyma.06g025900,Glyma06g02850,Glyma 1.1
Glyma.06g025900,Glyma.06g025900,Glyma2.0
Glyma.06g026000,Glyma06g02860,Glyma 1.1
Glyma.06g026000,Glyma.06g026000,Glyma2.0
Glyma.06g026100,Glyma06g02880,Glyma 1.1
Glyma.06g026100,Glyma.06g026100,Glyma2.0
Glyma.06g026200,Glyma06g02890,Glyma 1.1
Glyma.06g026200,Glyma.06g026200,Glyma2.0
Glyma.06g026300,Glyma06g02900,Glyma 1.1
Glyma.06g026300,Glyma.06g026300,Glyma2.0
Glyma.06g026400,Glyma06g02910,Glyma 1.1
Glyma.06g026400,Glyma.06g026400,Glyma2.0
Glyma.06g026600,Glyma06g02930,Glyma 1.1
Glyma.06g026600,Glyma.06g026600,Glyma2.0
Glyma.06g026700,Glyma06g02940,Glyma 1.1
Glyma.06g026700,Glyma.06g026700,Glyma2.0
Glyma.06g026800,Glyma06g02950,Glyma 1.1
Glyma.06g026800,Glyma.06g026800,Glyma2.0
Glyma.06g027000,Glyma06g02970,Glyma 1.1
Glyma.06g027000,Glyma.06g027000,Glyma2.0
Glyma.06g027100,Glyma06g02980,Glyma 1.1
Glyma.06g027100,Glyma.06g027100,Glyma2.0
Glyma.06g027200,Glyma06g02990,Glyma 1.1
Glyma.06g027200,Glyma.06g027200,Glyma2.0
Glyma.06g027300,Glyma06g03000,Glyma 1.1
Glyma.06g027300,Glyma.06g027300,Glyma2.0
Glyma.06g027400,Glyma06g03015,Glyma 1.1
Glyma.06g027400,Glyma.06g027400,Glyma2.0
Glyma.06g027500,Glyma06g03030,Glyma 1.1
Glyma.06g027500,Glyma.06g027500,Glyma2.0
Glyma.06g027600,Glyma06g03040,Glyma 1.1
Glyma.06g027600,Glyma.06g027600,Glyma2.0
Glyma.06g027700,Glyma06g03050,Glyma 1.1
Glyma.06g027700,Glyma.06g027700,Glyma2.0
Glyma.06g027800,Glyma06g03060,Glyma 1.1
Glyma.06g027800,Glyma.06g027800,Glyma2.0
Glyma.06g027900,Glyma06g03070,Glyma 1.1
Glyma.06g027900,Glyma.06g027900,Glyma2.0
Glyma.06g028000,Glyma06g03080,Glyma 1.1
Glyma.06g028000,Glyma.06g028000,Glyma2.0
Glyma.06g028200,Glyma06g03091,Glyma 1.1
Glyma.06g028200,Glyma.06g028200,Glyma2.0
Glyma.06g028300,Glyma06g03110,Glyma 1.1
Glyma.06g028300,Glyma.06g028300,Glyma2.0
Glyma.06g028400,Glyma06g03120,Glyma 1.1
Glyma.06g028400,Glyma.06g028400,Glyma2.0
Glyma.06g028500,Glyma06g03140,Glyma 1.1
Glyma.06g028500,Glyma.06g028500,Glyma2.0
Glyma.06g028600,Glyma06g03150,Glyma 1.1
Glyma.06g028600,Glyma.06g028600,Glyma2.0
Glyma.06g028900,Glyma06g03180,Glyma 1.1
Glyma.06g028900,Glyma.06g028900,Glyma2.0
Glyma.06g029000,Glyma06g03190,Glyma 1.1
Glyma.06g029000,Glyma.06g029000,Glyma2.0
Glyma.06g029100,Glyma06g03200,Glyma 1.1
Glyma.06g029100,Glyma.06g029100,Glyma2.0
Glyma.06g029200,Glyma06g03210,Glyma 1.1
Glyma.06g029200,Glyma.06g029200,Glyma2.0
Glyma.06g029300,Glyma06g03220,Glyma 1.1
Glyma.06g029300,Glyma.06g029300,Glyma2.0
Glyma.06g029400,Glyma06g03230,Glyma 1.1
Glyma.06g029400,Glyma.06g029400,Glyma2.0
Glyma.06g029500,Glyma06g03240,Glyma 1.1
Glyma.06g029500,Glyma.06g029500,Glyma2.0
Glyma.06g029600,Glyma06g03250,Glyma 1.1
Glyma.06g029600,Glyma.06g029600,Glyma2.0
Glyma.06g029700,Glyma06g03270,Glyma 1.1
Glyma.06g029700,Glyma.06g029700,Glyma2.0
Glyma.06g029800,Glyma06g03280,Glyma 1.1
Glyma.06g029800,Glyma.06g029800,Glyma2.0
Glyma.06g029900,Glyma06g03290,Glyma 1.1
Glyma.06g029900,Glyma.06g029900,Glyma2.0
Glyma.06g030000,Glyma06g03300,Glyma 1.1
Glyma.06g030000,Glyma.06g030000,Glyma2.0
Glyma.06g030100,Glyma06g03310,Glyma 1.1
Glyma.06g030100,Glyma.06g030100,Glyma2.0
Glyma.06g030300,Glyma06g03330,Glyma 1.1
Glyma.06g030300,Glyma.06g030300,Glyma2.0
Glyma.06g030400,Glyma06g03340,Glyma 1.1
Glyma.06g030400,Glyma.06g030400,Glyma2.0
Glyma.06g030500,Glyma06g03350,Glyma 1.1
Glyma.06g030500,Glyma.06g030500,Glyma2.0
Glyma.06g030600,Glyma06g03361,Glyma 1.1
Glyma.06g030600,Glyma.06g030600,Glyma2.0
Glyma.06g030700,Glyma06g03380,Glyma 1.1
Glyma.06g030700,Glyma.06g030700,Glyma2.0
Glyma.06g030800,Glyma06g03395,Glyma 1.1
Glyma.06g030800,Glyma.06g030800,Glyma2.0
Glyma.06g030900,Glyma06g03410,Glyma 1.1
Glyma.06g030900,Glyma.06g030900,Glyma2.0
Glyma.06g031000,Glyma06g03420,Glyma 1.1
Glyma.06g031000,Glyma.06g031000,Glyma2.0
Glyma.06g031100,Glyma06g03430,Glyma 1.1
Glyma.06g031100,Glyma.06g031100,Glyma2.0
Glyma.06g031400,Glyma06g03460,Glyma 1.1
Glyma.06g031400,Glyma.06g031400,Glyma2.0
Glyma.06g031500,Glyma06g03463,Glyma 1.1
Glyma.06g031500,Glyma.06g031500,Glyma2.0
Glyma.06g031600,Glyma06g03466,Glyma 1.1
Glyma.06g031600,Glyma.06g031600,Glyma2.0
Glyma.06g031700,Glyma06g03470,Glyma 1.1
Glyma.06g031700,Glyma.06g031700,Glyma2.0
Glyma.06g031800,Glyma06g03485,Glyma 1.1
Glyma.06g031800,Glyma.06g031800,Glyma2.0
Glyma.06g031900,Glyma06g03500,Glyma 1.1
Glyma.06g031900,Glyma.06g031900,Glyma2.0
Glyma.06g032000,Glyma06g03510,Glyma 1.1
Glyma.06g032000,Glyma.06g032000,Glyma2.0
Glyma.06g032100,Glyma06g03520,Glyma 1.1
Glyma.06g032100,Glyma.06g032100,Glyma2.0
Glyma.06g032200,Glyma06g03530,Glyma 1.1
Glyma.06g032200,Glyma.06g032200,Glyma2.0
Glyma.06g032300,Glyma06g03540,Glyma 1.1
Glyma.06g032300,Glyma.06g032300,Glyma2.0
Glyma.06g032400,Glyma06g03551,Glyma 1.1
Glyma.06g032400,Glyma.06g032400,Glyma2.0
Glyma.06g032600,Glyma06g03570,Glyma 1.1
Glyma.06g032600,Glyma.06g032600,Glyma2.0
Glyma.06g032900,Glyma06g03590,Glyma 1.1
Glyma.06g032900,Glyma.06g032900,Glyma2.0
Glyma.06g033000,Glyma06g03600,Glyma 1.1
Glyma.06g033000,Glyma.06g033000,Glyma2.0
Glyma.06g033100,Glyma06g03610,Glyma 1.1
Glyma.06g033100,Glyma.06g033100,Glyma2.0
Glyma.06g033200,Glyma06g03620,Glyma 1.1
Glyma.06g033200,Glyma.06g033200,Glyma2.0
Glyma.06g033300,Glyma06g03630,Glyma 1.1
Glyma.06g033300,Glyma.06g033300,Glyma2.0
Glyma.06g033400,Glyma06g03640,Glyma 1.1
Glyma.06g033400,Glyma.06g033400,Glyma2.0
Glyma.06g033500,Glyma06g03650,Glyma 1.1
Glyma.06g033500,Glyma.06g033500,Glyma2.0
Glyma.06g033600,Glyma06g03660,Glyma 1.1
Glyma.06g033600,Glyma.06g033600,Glyma2.0
Glyma.06g033700,Glyma06g03670,Glyma 1.1
Glyma.06g033700,Glyma.06g033700,Glyma2.0
Glyma.06g033800,Glyma06g03680,Glyma 1.1
Glyma.06g033800,Glyma.06g033800,Glyma2.0
Glyma.06g033900,Glyma06g03690,Glyma 1.1
Glyma.06g033900,Glyma.06g033900,Glyma2.0
Glyma.06g034000,Glyma06g03700,Glyma 1.1
Glyma.06g034000,Glyma.06g034000,Glyma2.0
Glyma.06g034100,Glyma06g03710,Glyma 1.1
Glyma.06g034100,Glyma.06g034100,Glyma2.0
Glyma.06g034200,Glyma06g03720,Glyma 1.1
Glyma.06g034200,Glyma.06g034200,Glyma2.0
Glyma.06g034300,Glyma06g03731,Glyma 1.1
Glyma.06g034300,Glyma.06g034300,Glyma2.0
Glyma.06g034400,Glyma06g03740,Glyma 1.1
Glyma.06g034400,Glyma.06g034400,Glyma2.0
Glyma.06g034500,Glyma06g03760,Glyma 1.1
Glyma.06g034500,Glyma.06g034500,Glyma2.0
Glyma.06g034600,Glyma06g03770,Glyma 1.1
Glyma.06g034600,Glyma.06g034600,Glyma2.0
Glyma.06g034700,Glyma06g03780,Glyma 1.1
Glyma.06g034700,Glyma.06g034700,Glyma2.0
Glyma.06g034800,Glyma06g03790,Glyma 1.1
Glyma.06g034800,Glyma.06g034800,Glyma2.0
Glyma.06g034900,Glyma06g03820,Glyma 1.1
Glyma.06g034900,Glyma.06g034900,Glyma2.0
Glyma.06g035000,Glyma06g03830,Glyma 1.1
Glyma.06g035000,Glyma.06g035000,Glyma2.0
Glyma.06g035100,Glyma06g03841,Glyma 1.1
Glyma.06g035100,Glyma.06g035100,Glyma2.0
Glyma.06g035200,Glyma06g03850,Glyma 1.1
Glyma.06g035200,Glyma.06g035200,Glyma2.0
Glyma.06g035300,Glyma06g03860,Glyma 1.1
Glyma.06g035300,Glyma.06g035300,Glyma2.0
Glyma.06g035400,Glyma06g03880,Glyma 1.1
Glyma.06g035400,Glyma.06g035400,Glyma2.0
Glyma.06g035700,Glyma06g03901,Glyma 1.1
Glyma.06g035700,Glyma.06g035700,Glyma2.0
Glyma.06g035800,Glyma06g03910,Glyma 1.1
Glyma.06g035800,Glyma.06g035800,Glyma2.0
Glyma.06g035900,Glyma06g03920,Glyma 1.1
Glyma.06g035900,Glyma.06g035900,Glyma2.0
Glyma.06g036200,Glyma06g03950,Glyma 1.1
Glyma.06g036200,Glyma.06g036200,Glyma2.0
Glyma.06g036300,Glyma06g03960,Glyma 1.1
Glyma.06g036300,Glyma.06g036300,Glyma2.0
Glyma.06g036400,Glyma06g03970,Glyma 1.1
Glyma.06g036400,Glyma.06g036400,Glyma2.0
Glyma.06g036500,Glyma06g03980,Glyma 1.1
Glyma.06g036500,Glyma.06g036500,Glyma2.0
Glyma.06g036600,Glyma06g03990,Glyma 1.1
Glyma.06g036600,Glyma.06g036600,Glyma2.0
Glyma.06g036700,Glyma06g04000,Glyma 1.1
Glyma.06g036700,Glyma.06g036700,Glyma2.0
Glyma.06g036800,Glyma06g04010,Glyma 1.1
Glyma.06g036800,Glyma.06g036800,Glyma2.0
Glyma.06g036900,Glyma06g04020,Glyma 1.1
Glyma.06g036900,Glyma.06g036900,Glyma2.0
Glyma.06g037000,Glyma06g04030,Glyma 1.1
Glyma.06g037000,Glyma.06g037000,Glyma2.0
Glyma.06g037100,Glyma06g04060,Glyma 1.1
Glyma.06g037100,Glyma.06g037100,Glyma2.0
Glyma.06g037300,Glyma06g04065,Glyma 1.1
Glyma.06g037300,Glyma.06g037300,Glyma2.0
Glyma.06g037400,Glyma06g04070,Glyma 1.1
Glyma.06g037400,Glyma.06g037400,Glyma2.0
Glyma.06g037600,Glyma06g04100,Glyma 1.1
Glyma.06g037600,Glyma.06g037600,Glyma2.0
Glyma.06g037700,Glyma06g04110,Glyma 1.1
Glyma.06g037700,Glyma.06g037700,Glyma2.0
Glyma.06g037900,Glyma06g04130,Glyma 1.1
Glyma.06g037900,Glyma.06g037900,Glyma2.0
Glyma.06g038000,Glyma06g04140,Glyma 1.1
Glyma.06g038000,Glyma.06g038000,Glyma2.0
Glyma.06g038100,Glyma06g04151,Glyma 1.1
Glyma.06g038100,Glyma.06g038100,Glyma2.0
Glyma.06g038400,Glyma06g04170,Glyma 1.1
Glyma.06g038400,Glyma.06g038400,Glyma2.0
Glyma.06g038500,Glyma06g04180,Glyma 1.1
Glyma.06g038500,Glyma.06g038500,Glyma2.0
Glyma.06g038800,Glyma06g04193,Glyma 1.1
Glyma.06g038800,Glyma.06g038800,Glyma2.0
Glyma.06g038900,Glyma06g04200,Glyma 1.1
Glyma.06g038900,Glyma.06g038900,Glyma2.0
Glyma.06g039000,Glyma06g04210,Glyma 1.1
Glyma.06g039000,Glyma.06g039000,Glyma2.0
Glyma.06g039100,Glyma06g04220,Glyma 1.1
Glyma.06g039100,Glyma.06g039100,Glyma2.0
Glyma.06g039200,Glyma06g04230,Glyma 1.1
Glyma.06g039200,Glyma.06g039200,Glyma2.0
Glyma.06g039300,Glyma06g04235,Glyma 1.1
Glyma.06g039300,Glyma.06g039300,Glyma2.0
Glyma.06g039400,Glyma06g04240,Glyma 1.1
Glyma.06g039400,Glyma.06g039400,Glyma2.0
Glyma.06g039500,Glyma06g04250,Glyma 1.1
Glyma.06g039500,Glyma.06g039500,Glyma2.0
Glyma.06g039600,Glyma06g04270,Glyma 1.1
Glyma.06g039600,Glyma.06g039600,Glyma2.0
Glyma.06g039700,Glyma06g04280,Glyma 1.1
Glyma.06g039700,Glyma.06g039700,Glyma2.0
Glyma.06g039800,Glyma06g04290,Glyma 1.1
Glyma.06g039800,Glyma.06g039800,Glyma2.0
Glyma.06g039900,Glyma06g04300,Glyma 1.1
Glyma.06g039900,Glyma.06g039900,Glyma2.0
Glyma.06g040000,Glyma06g04310,Glyma 1.1
Glyma.06g040000,Glyma.06g040000,Glyma2.0
Glyma.06g040100,Glyma06g04320,Glyma 1.1
Glyma.06g040100,Glyma.06g040100,Glyma2.0
Glyma.06g040300,Glyma06g04340,Glyma 1.1
Glyma.06g040300,Glyma.06g040300,Glyma2.0
Glyma.06g040400,Glyma06g04353,Glyma 1.1
Glyma.06g040400,Glyma.06g040400,Glyma2.0
Glyma.06g040600,Glyma06g04360,Glyma 1.1
Glyma.06g040600,Glyma.06g040600,Glyma2.0
Glyma.06g040700,Glyma06g04370,Glyma 1.1
Glyma.06g040700,Glyma.06g040700,Glyma2.0
Glyma.06g040800,Glyma06g04380,Glyma 1.1
Glyma.06g040800,Glyma.06g040800,Glyma2.0
Glyma.06g040900,Glyma06g04390,Glyma 1.1
Glyma.06g040900,Glyma.06g040900,Glyma2.0
Glyma.06g041000,Glyma06g04410,Glyma 1.1
Glyma.06g041000,Glyma.06g041000,Glyma2.0
Glyma.06g041100,Glyma06g04416,Glyma 1.1
Glyma.06g041100,Glyma.06g041100,Glyma2.0
Glyma.06g041300,Glyma06g04430,Glyma 1.1
Glyma.06g041300,Glyma.06g041300,Glyma2.0
Glyma.06g041400,Glyma06g04440,Glyma 1.1
Glyma.06g041400,Glyma.06g041400,Glyma2.0
Glyma.06g041500,Glyma06g04451,Glyma 1.1
Glyma.06g041500,Glyma.06g041500,Glyma2.0
Glyma.06g041700,Glyma06g04460,Glyma 1.1
Glyma.06g041700,Glyma.06g041700,Glyma2.0
Glyma.06g041800,Glyma06g04470,Glyma 1.1
Glyma.06g041800,Glyma.06g041800,Glyma2.0
Glyma.06g041900,Glyma06g04475,Glyma 1.1
Glyma.06g041900,Glyma.06g041900,Glyma2.0
Glyma.06g042000,Glyma06g04480,Glyma 1.1
Glyma.06g042000,Glyma.06g042000,Glyma2.0
Glyma.06g042100,Glyma06g04490,Glyma 1.1
Glyma.06g042100,Glyma.06g042100,Glyma2.0
Glyma.06g042300,Glyma06g04510,Glyma 1.1
Glyma.06g042300,Glyma.06g042300,Glyma2.0
Glyma.06g042400,Glyma06g04520,Glyma 1.1
Glyma.06g042400,Glyma.06g042400,Glyma2.0
Glyma.06g042500,Glyma06g04530,Glyma 1.1
Glyma.06g042500,Glyma.06g042500,Glyma2.0
Glyma.06g042700,Glyma06g04550,Glyma 1.1
Glyma.06g042700,Glyma.06g042700,Glyma2.0
Glyma.06g042900,Glyma06g04575,Glyma 1.1
Glyma.06g042900,Glyma.06g042900,Glyma2.0
Glyma.06g043000,Glyma06g04590,Glyma 1.1
Glyma.06g043000,Glyma.06g043000,Glyma2.0
Glyma.06g043100,Glyma06g04600,Glyma 1.1
Glyma.06g043100,Glyma.06g043100,Glyma2.0
